LocationType,Location,TimeFrame,DataFormat,Data
State,Missouri,2003,Number,6169
State,Missouri,2003,Percent,0.08
State,Missouri,2004,Number,6429
State,Missouri,2004,Percent,0.083
State,Missouri,2005,Percent,0.081
State,Missouri,2005,Number,6347
State,Missouri,2006,Percent,0.081
State,Missouri,2006,Number,6555
State,Missouri,2007,Percent,0.079
State,Missouri,2007,Number,6438
State,Missouri,2008,Number,6573
State,Missouri,2013,Percent,0.08
State,Missouri,2013,Number,6033
State,Missouri,2008,Percent,0.081
State,Missouri,2018,Number,6389
State,Missouri,2018,Percent,0.087
State,Missouri,2009,Percent,0.081
State,Missouri,2009,Number,6393
State,Missouri,2010,Number,6286
State,Missouri,2010,Percent,0.082
State,Missouri,2015,Number,6248
State,Missouri,2015,Percent,0.083
State,Missouri,2020,Number,6020
State,Missouri,2020,Percent,0.087
State,Missouri,2011,Percent,0.079
State,Missouri,2012,Number,5809
State,Missouri,2011,Number,5995
State,Missouri,2014,Percent,0.082
State,Missouri,2014,Number,6163
State,Missouri,2012,Percent,0.077
State,Missouri,2016,Number,6473
State,Missouri,2016,Percent,0.087
State,Missouri,2019,Number,6356
State,Missouri,2017,Percent,0.087
State,Missouri,2017,Number,6336
State,Missouri,2019,Percent,0.088
State,Missouri,2021,Percent,0.089
State,Missouri,2021,Number,6168
State,Montana,2021,Number,853
State,Montana,2021,Percent,0.076
State,Montana,2019,Percent,0.073
State,Montana,2017,Number,942
State,Montana,2017,Percent,0.08
State,Montana,2019,Number,804
State,Montana,2016,Percent,0.079
State,Montana,2016,Number,966
State,Montana,2012,Percent,0.074
State,Montana,2014,Number,920
State,Montana,2014,Percent,0.074
State,Montana,2011,Number,867
State,Montana,2012,Number,891
State,Montana,2011,Percent,0.072
State,Montana,2020,Percent,0.077
State,Montana,2020,Number,830
State,Montana,2015,Percent,0.071
State,Montana,2015,Number,887
State,Montana,2010,Percent,0.075
State,Montana,2010,Number,901
State,Montana,2009,Number,865
State,Montana,2009,Percent,0.071
State,Montana,2018,Percent,0.074
State,Montana,2018,Number,855
State,Montana,2008,Percent,0.074
State,Montana,2013,Number,913
State,Montana,2013,Percent,0.074
State,Montana,2008,Number,929
State,Montana,2007,Number,893
State,Montana,2007,Percent,0.072
State,Montana,2006,Number,912
State,Montana,2006,Percent,0.073
State,Montana,2005,Number,767
State,Montana,2005,Percent,0.066
State,Montana,2004,Percent,0.076
State,Montana,2004,Number,880
State,Montana,2003,Percent,0.068
State,Montana,2003,Number,776
State,Montana,2002,Percent,0.068
State,Montana,2002,Number,755
State,Montana,2001,Number,758
State,Montana,2001,Percent,0.069
State,Montana,2000,Percent,0.062
State,Montana,2000,Number,678
State,Montana,1999,Number,738
State,Montana,1999,Percent,0.068
State,Montana,1998,Percent,0.07
State,Montana,1998,Number,754
State,Montana,1997,Number,684
State,Montana,1997,Percent,0.063
State,Montana,1996,Percent,0.064
State,Montana,1996,Number,694
State,Montana,1995,Number,650
State,Montana,1995,Percent,0.058
State,Montana,1994,Percent,0.062
State,Montana,1994,Number,691
State,Montana,1992,Percent,0.06
State,Montana,1993,Number,682
State,Montana,1993,Percent,0.06
State,Montana,1992,Number,688
State,Montana,1991,Number,643
State,Montana,1991,Percent,0.056
State,Montana,1990,Number,715
State,Montana,1990,Percent,0.062
State,Nebraska,1990,Percent,0.053
State,Nebraska,1990,Number,1287
State,Nebraska,1991,Percent,0.056
State,Nebraska,1991,Number,1344
State,Nebraska,1992,Number,1315
State,Nebraska,1993,Percent,0.059
State,Nebraska,1993,Number,1360
State,Nebraska,1992,Percent,0.056
State,Nebraska,1994,Number,1416
State,Nebraska,1994,Percent,0.061
State,Nebraska,1995,Percent,0.063
State,Nebraska,1995,Number,1474
State,Nebraska,1996,Number,1462
State,Nebraska,1996,Percent,0.063
State,Nebraska,1997,Percent,0.07
State,Nebraska,1997,Number,1633
State,Nebraska,1998,Number,1534
State,Nebraska,1998,Percent,0.065
State,Nebraska,1999,Percent,0.067
State,Nebraska,1999,Number,1610
State,Nebraska,2000,Number,1680
State,Nebraska,2000,Percent,0.068
State,Nebraska,2001,Percent,0.066
State,Nebraska,2001,Number,1649
State,Nebraska,2002,Number,1817
State,Nebraska,2002,Percent,0.072
State,Nebraska,2003,Number,1792
State,Nebraska,2003,Percent,0.069
State,Nebraska,2004,Number,1854
State,Nebraska,2004,Percent,0.07
State,Nebraska,2005,Percent,0.07
State,Nebraska,2005,Number,1818
State,Nebraska,2006,Percent,0.071
State,Nebraska,2006,Number,1900
State,Nebraska,2007,Percent,0.07
State,Nebraska,2007,Number,1888
State,Nebraska,2008,Number,1901
State,Nebraska,2013,Percent,0.064
State,Nebraska,2013,Number,1682
State,Nebraska,2008,Percent,0.07
State,Nebraska,2018,Number,1927
State,Nebraska,2018,Percent,0.076
State,Nebraska,2009,Percent,0.071
State,Nebraska,2009,Number,1922
State,Nebraska,2010,Number,1839
State,Nebraska,2010,Percent,0.071
State,Nebraska,2015,Number,1893
State,Nebraska,2015,Percent,0.071
State,Nebraska,2020,Number,1793
State,Nebraska,2020,Percent,0.074
State,Nebraska,2011,Percent,0.066
State,Nebraska,2011,Number,1702
State,Nebraska,2012,Number,1734
State,Nebraska,2014,Percent,0.066
State,Nebraska,2014,Number,1775
State,Nebraska,2012,Percent,0.067
State,Nebraska,2016,Number,1869
State,Nebraska,2016,Percent,0.07
State,Nebraska,2019,Number,1872
State,Nebraska,2017,Percent,0.075
State,Nebraska,2017,Number,1930
State,Nebraska,2019,Percent,0.076
State,Nebraska,2021,Percent,0.076
State,Nebraska,2021,Number,1880
State,Nevada,2021,Number,3255
State,Nevada,2021,Percent,0.097
State,Nevada,2019,Percent,0.088
State,Nevada,2017,Number,3265
State,Nevada,2017,Percent,0.091
State,Nevada,2019,Number,3077
State,Nevada,2016,Percent,0.085
State,Nevada,2016,Number,3065
State,Nevada,2012,Percent,0.08
State,Nevada,2014,Number,2972
State,Nevada,2014,Percent,0.083
State,Nevada,2012,Number,2781
State,Nevada,2011,Number,2906
State,Nevada,2011,Percent,0.082
State,Nevada,2020,Percent,0.09
State,Nevada,2020,Number,3022
State,Nevada,2015,Percent,0.085
State,Nevada,2015,Number,3093
State,Nevada,2010,Percent,0.083
State,Nevada,2010,Number,2965
State,Nevada,2009,Percent,0.081
State,Nevada,2009,Number,3046
State,Nevada,2018,Percent,0.087
State,Nevada,2018,Number,3097
State,Nevada,2008,Percent,0.08
State,Nevada,2013,Number,2810
State,Nevada,2013,Percent,0.08
State,Nevada,2008,Number,3175
State,Nevada,2007,Number,3382
State,Nevada,2007,Percent,0.082
State,Nevada,2006,Number,3335
State,Nevada,2006,Percent,0.083
State,Nevada,2005,Number,3080
State,Nevada,2005,Percent,0.083
State,Nevada,2004,Percent,0.08
State,Nevada,2004,Number,2809
State,Nevada,2003,Percent,0.081
State,Nevada,2003,Number,2716
State,Nevada,2002,Percent,0.075
State,Nevada,2002,Number,2445
State,Nevada,2001,Number,2380
State,Nevada,2001,Percent,0.076
State,Nevada,2000,Number,2222
State,Nevada,2000,Percent,0.072
State,Nevada,1999,Number,2220
State,Nevada,1999,Percent,0.076
State,Nevada,1998,Percent,0.076
State,Nevada,1998,Number,2172
State,Nevada,1997,Number,2055
State,Nevada,1997,Percent,0.076
State,Nevada,1996,Percent,0.075
State,Nevada,1996,Number,1960
State,Nevada,1995,Number,1853
State,Nevada,1995,Percent,0.074
State,Nevada,1994,Percent,0.076
State,Nevada,1994,Number,1808
State,Nevada,1993,Number,1657
State,Nevada,1993,Percent,0.074
State,Nevada,1992,Percent,0.071
State,Nevada,1992,Number,1599
State,Nevada,1991,Number,1588
State,Nevada,1991,Percent,0.072
State,Nevada,1990,Number,1563
State,Nevada,1990,Percent,0.072
State,New Hampshire,1990,Percent,0.049
State,New Hampshire,1990,Number,863
State,New Hampshire,1991,Percent,0.049
State,New Hampshire,1991,Number,793
State,New Hampshire,1992,Number,841
State,New Hampshire,1992,Percent,0.053
State,New Hampshire,1993,Percent,0.05
State,New Hampshire,1993,Number,765
State,New Hampshire,1994,Number,772
State,New Hampshire,1994,Percent,0.051
State,New Hampshire,1995,Percent,0.055
State,New Hampshire,1995,Number,807
State,New Hampshire,1996,Number,695
State,New Hampshire,1996,Percent,0.048
State,New Hampshire,1997,Percent,0.058
State,New Hampshire,1997,Number,833
State,New Hampshire,1998,Number,821
State,New Hampshire,1998,Percent,0.057
State,New Hampshire,1999,Percent,0.062
State,New Hampshire,1999,Number,869
State,New Hampshire,2000,Percent,0.063
State,New Hampshire,2000,Number,922
State,New Hampshire,2001,Percent,0.065
State,New Hampshire,2001,Number,957
State,New Hampshire,2002,Number,914
State,New Hampshire,2002,Percent,0.063
State,New Hampshire,2003,Number,895
State,New Hampshire,2003,Percent,0.062
State,New Hampshire,2004,Number,984
State,New Hampshire,2004,Percent,0.068
State,New Hampshire,2005,Percent,0.07
State,New Hampshire,2005,Number,1001
State,New Hampshire,2006,Percent,0.069
State,New Hampshire,2006,Number,994
State,New Hampshire,2007,Percent,0.063
State,New Hampshire,2007,Number,888
State,New Hampshire,2008,Number,890
State,New Hampshire,2013,Percent,0.068
State,New Hampshire,2013,Number,841
State,New Hampshire,2008,Percent,0.065
State,New Hampshire,2018,Number,812
State,New Hampshire,2018,Percent,0.068
State,New Hampshire,2009,Number,925
State,New Hampshire,2009,Percent,0.069
State,New Hampshire,2010,Number,881
State,New Hampshire,2010,Percent,0.069
State,New Hampshire,2015,Number,852
State,New Hampshire,2015,Percent,0.069
State,New Hampshire,2020,Number,801
State,New Hampshire,2020,Percent,0.068
State,New Hampshire,2011,Percent,0.071
State,New Hampshire,2011,Number,911
State,New Hampshire,2012,Number,898
State,New Hampshire,2014,Percent,0.069
State,New Hampshire,2014,Number,852
State,New Hampshire,2012,Percent,0.073
State,New Hampshire,2016,Number,789
State,New Hampshire,2016,Percent,0.064
State,New Hampshire,2019,Number,756
State,New Hampshire,2017,Percent,0.069
State,New Hampshire,2017,Number,839
State,New Hampshire,2019,Percent,0.064
State,New Hampshire,2021,Percent,0.07
State,New Hampshire,2021,Number,878
State,New Jersey,2021,Number,7844
State,New Jersey,2021,Percent,0.077
State,New Jersey,2019,Percent,0.079
State,New Jersey,2017,Number,8040
State,New Jersey,2017,Percent,0.079
State,New Jersey,2019,Number,7812
State,New Jersey,2016,Percent,0.081
State,New Jersey,2016,Number,8272
State,New Jersey,2012,Percent,0.082
State,New Jersey,2014,Number,8315
State,New Jersey,2014,Percent,0.081
State,New Jersey,2012,Number,8534
State,New Jersey,2011,Number,9005
State,New Jersey,2011,Percent,0.085
State,New Jersey,2020,Percent,0.077
State,New Jersey,2020,Number,7563
State,New Jersey,2015,Number,8345
State,New Jersey,2015,Percent,0.081
State,New Jersey,2010,Percent,0.082
State,New Jersey,2010,Number,8814
State,New Jersey,2009,Percent,0.083
State,New Jersey,2009,Number,9137
State,New Jersey,2018,Percent,0.079
State,New Jersey,2018,Number,8001
State,New Jersey,2008,Percent,0.084
State,New Jersey,2013,Number,8469
State,New Jersey,2013,Percent,0.083
State,New Jersey,2008,Number,9515
State,New Jersey,2007,Number,9850
State,New Jersey,2007,Percent,0.085
State,New Jersey,2006,Number,9882
State,New Jersey,2006,Percent,0.086
State,New Jersey,2005,Number,9313
State,New Jersey,2005,Percent,0.082
State,New Jersey,2004,Percent,0.083
State,New Jersey,2004,Number,9528
State,New Jersey,2003,Percent,0.081
State,New Jersey,2003,Number,9498
State,New Jersey,2002,Percent,0.08
State,New Jersey,2002,Number,9185
State,New Jersey,2001,Number,9170
State,New Jersey,2001,Percent,0.079
State,New Jersey,2000,Number,8936
State,New Jersey,2000,Percent,0.077
State,New Jersey,1999,Number,9299
State,New Jersey,1999,Percent,0.082
State,New Jersey,1998,Percent,0.08
State,New Jersey,1998,Number,9155
State,New Jersey,1997,Number,8888
State,New Jersey,1997,Percent,0.079
State,New Jersey,1996,Percent,0.077
State,New Jersey,1996,Number,8741
State,New Jersey,1995,Number,8643
State,New Jersey,1995,Percent,0.076
State,New Jersey,1994,Percent,0.076
State,New Jersey,1994,Number,8900
State,New Jersey,1993,Number,8884
State,New Jersey,1993,Percent,0.076
State,New Jersey,1992,Percent,0.072
State,New Jersey,1992,Number,8664
State,New Jersey,1991,Number,8940
State,New Jersey,1991,Percent,0.074
State,New Jersey,1990,Number,8489
State,New Jersey,1990,Percent,0.07
State,New Mexico,1990,Percent,0.074
State,New Mexico,1990,Number,2016
State,New Mexico,1991,Percent,0.071
State,New Mexico,1991,Number,1970
State,New Mexico,1992,Number,2013
State,New Mexico,1992,Percent,0.072
State,New Mexico,1993,Percent,0.073
State,New Mexico,1993,Number,2032
State,New Mexico,1994,Number,2018
State,New Mexico,1994,Percent,0.073
State,New Mexico,1995,Percent,0.075
State,New Mexico,1995,Number,2020
State,New Mexico,1996,Number,2046
State,New Mexico,1996,Percent,0.075
State,New Mexico,1997,Percent,0.078
State,New Mexico,1997,Number,2083
State,New Mexico,1998,Number,2039
State,New Mexico,1998,Percent,0.076
State,New Mexico,1999,Percent,0.077
State,New Mexico,1999,Number,2080
State,New Mexico,2000,Percent,0.08
State,New Mexico,2000,Number,2175
State,New Mexico,2001,Percent,0.079
State,New Mexico,2001,Number,2145
State,New Mexico,2002,Number,2225
State,New Mexico,2002,Percent,0.08
State,New Mexico,2003,Number,2346
State,New Mexico,2003,Percent,0.085
State,New Mexico,2004,Number,2306
State,New Mexico,2004,Percent,0.081
State,New Mexico,2005,Percent,0.085
State,New Mexico,2005,Number,2460
State,New Mexico,2006,Percent,0.089
State,New Mexico,2006,Number,2668
State,New Mexico,2007,Percent,0.087
State,New Mexico,2007,Number,2668
State,New Mexico,2008,Number,2547
State,New Mexico,2013,Percent,0.089
State,New Mexico,2013,Number,2333
State,New Mexico,2008,Percent,0.085
State,New Mexico,2018,Number,2084
State,New Mexico,2018,Percent,0.09
State,New Mexico,2009,Number,2416
State,New Mexico,2009,Percent,0.083
State,New Mexico,2010,Number,2427
State,New Mexico,2010,Percent,0.087
State,New Mexico,2015,Number,2244
State,New Mexico,2015,Percent,0.087
State,New Mexico,2020,Number,1938
State,New Mexico,2020,Percent,0.089
State,New Mexico,2011,Percent,0.088
State,New Mexico,2011,Number,2385
State,New Mexico,2012,Number,2381
State,New Mexico,2014,Percent,0.088
State,New Mexico,2014,Number,2282
State,New Mexico,2012,Percent,0.088
State,New Mexico,2016,Number,2227
State,New Mexico,2016,Percent,0.09
State,New Mexico,2019,Number,2126
State,New Mexico,2017,Percent,0.095
State,New Mexico,2017,Number,2250
State,New Mexico,2019,Percent,0.093
State,New Mexico,2021,Percent,0.094
State,New Mexico,2021,Number,2009
State,New York,2021,Number,17678
State,New York,2021,Percent,0.084
State,New York,2019,Percent,0.081
State,New York,2017,Number,18543
State,New York,2017,Percent,0.081
State,New York,2019,Number,17821
State,New York,2016,Percent,0.079
State,New York,2016,Number,18573
State,New York,2012,Percent,0.079
State,New York,2014,Number,18722
State,New York,2014,Percent,0.079
State,New York,2012,Number,19074
State,New York,2011,Number,19557
State,New York,2011,Percent,0.081
State,New York,2020,Percent,0.082
State,New York,2020,Number,17079
State,New York,2015,Number,18507
State,New York,2015,Percent,0.078
State,New York,2010,Percent,0.082
State,New York,2010,Number,20049
State,New York,2009,Percent,0.082
State,New York,2009,Number,20341
State,New York,2018,Percent,0.081
State,New York,2018,Number,18208
State,New York,2008,Percent,0.082
State,New York,2013,Number,18847
State,New York,2013,Percent,0.08
State,New York,2008,Number,20508
State,New York,2007,Number,20610
State,New York,2007,Percent,0.081
State,New York,2006,Number,20790
State,New York,2006,Percent,0.083
State,New York,2005,Number,20420
State,New York,2005,Percent,0.083
State,New York,2004,Percent,0.082
State,New York,2004,Number,20393
State,New York,2003,Percent,0.079
State,New York,2003,Number,19985
State,New York,2002,Percent,0.079
State,New York,2002,Number,19802
State,New York,2001,Number,19481
State,New York,2001,Percent,0.077
State,New York,2000,Number,19996
State,New York,2000,Percent,0.077
State,New York,1999,Number,20038
State,New York,1999,Percent,0.078
State,New York,1998,Percent,0.078
State,New York,1998,Number,20198
State,New York,1997,Percent,0.078
State,New York,1997,Number,20111
State,New York,1996,Percent,0.077
State,New York,1996,Number,20231
State,New York,1995,Number,20667
State,New York,1995,Percent,0.076
State,New York,1994,Percent,0.076
State,New York,1994,Number,21086
State,New York,1993,Number,21702
State,New York,1993,Percent,0.077
State,New York,1992,Percent,0.076
State,New York,1992,Number,21841
State,New York,1991,Number,22925
State,New York,1991,Percent,0.079
State,New York,1990,Number,22568
State,New York,1990,Percent,0.076
State,North Carolina,1990,Percent,0.08
State,North Carolina,1990,Number,8344
State,North Carolina,1991,Percent,0.084
State,North Carolina,1991,Number,8612
State,North Carolina,1992,Number,8737
State,North Carolina,1992,Percent,0.084
State,North Carolina,1993,Percent,0.086
State,North Carolina,1993,Number,8739
State,North Carolina,1994,Number,8784
State,North Carolina,1994,Percent,0.087
State,North Carolina,1995,Percent,0.087
State,North Carolina,1995,Number,8820
State,North Carolina,1996,Number,9115
State,North Carolina,1996,Percent,0.087
State,North Carolina,1997,Number,9447
State,North Carolina,1997,Percent,0.088
State,North Carolina,1998,Number,9854
State,North Carolina,1998,Percent,0.088
State,North Carolina,1999,Percent,0.089
State,North Carolina,1999,Number,10089
State,North Carolina,2000,Percent,0.088
State,North Carolina,2000,Number,10552
State,North Carolina,2001,Percent,0.089
State,North Carolina,2001,Number,10572
State,North Carolina,2002,Number,10514
State,North Carolina,2002,Percent,0.09
State,North Carolina,2003,Number,10631
State,North Carolina,2003,Percent,0.09
State,North Carolina,2004,Number,10822
State,North Carolina,2004,Percent,0.09
State,North Carolina,2005,Percent,0.092
State,North Carolina,2005,Number,11308
State,North Carolina,2006,Percent,0.091
State,North Carolina,2006,Number,11585
State,North Carolina,2007,Percent,0.092
State,North Carolina,2007,Number,12080
State,North Carolina,2008,Number,11890
State,North Carolina,2013,Percent,0.088
State,North Carolina,2013,Number,10432
State,North Carolina,2008,Percent,0.091
State,North Carolina,2018,Number,10970
State,North Carolina,2018,Percent,0.092
State,North Carolina,2009,Number,11454
State,North Carolina,2009,Percent,0.09
State,North Carolina,2010,Number,11109
State,North Carolina,2010,Percent,0.091
State,North Carolina,2015,Number,11023
State,North Carolina,2015,Percent,0.091
State,North Carolina,2020,Number,11090
State,North Carolina,2020,Percent,0.095
State,North Carolina,2011,Percent,0.09
State,North Carolina,2011,Number,10839
State,North Carolina,2012,Number,10563
State,North Carolina,2014,Percent,0.089
State,North Carolina,2014,Number,10720
State,North Carolina,2012,Percent,0.088
State,North Carolina,2016,Number,11127
State,North Carolina,2016,Percent,0.092
State,North Carolina,2019,Number,11047
State,North Carolina,2017,Percent,0.094
State,North Carolina,2017,Number,11268
State,North Carolina,2019,Percent,0.093
State,North Carolina,2021,Percent,0.094
State,North Carolina,2021,Number,11365
State,North Dakota,2021,Number,672
State,North Dakota,2021,Percent,0.066
State,North Dakota,2019,Percent,0.068
State,North Dakota,2017,Number,720
State,North Dakota,2017,Percent,0.067
State,North Dakota,2019,Number,708
State,North Dakota,2016,Percent,0.066
State,North Dakota,2016,Number,752
State,North Dakota,2012,Percent,0.062
State,North Dakota,2014,Number,704
State,North Dakota,2014,Percent,0.062
State,North Dakota,2012,Number,625
State,North Dakota,2011,Number,637
State,North Dakota,2011,Percent,0.067
State,North Dakota,2020,Percent,0.069
State,North Dakota,2020,Number,693
State,North Dakota,2015,Number,700
State,North Dakota,2015,Percent,0.062
State,North Dakota,2010,Percent,0.067
State,North Dakota,2010,Number,607
State,North Dakota,2009,Number,572
State,North Dakota,2009,Percent,0.064
State,North Dakota,2018,Percent,0.066
State,North Dakota,2018,Number,698
State,North Dakota,2008,Percent,0.068
State,North Dakota,2013,Number,679
State,North Dakota,2013,Percent,0.064
State,North Dakota,2008,Number,610
State,North Dakota,2007,Number,556
State,North Dakota,2007,Percent,0.063
State,North Dakota,2006,Number,576
State,North Dakota,2006,Percent,0.067
State,North Dakota,2005,Number,535
State,North Dakota,2005,Percent,0.064
State,North Dakota,2004,Percent,0.066
State,North Dakota,2004,Number,539
State,North Dakota,2003,Percent,0.065
State,North Dakota,2003,Number,517
State,North Dakota,2002,Percent,0.063
State,North Dakota,2002,Number,486
State,North Dakota,2001,Number,472
State,North Dakota,2001,Percent,0.062
State,North Dakota,2000,Number,489
State,North Dakota,2000,Percent,0.064
State,North Dakota,1999,Number,474
State,North Dakota,1999,Percent,0.062
State,North Dakota,1998,Percent,0.065
State,North Dakota,1998,Number,518
State,North Dakota,1997,Percent,0.062
State,North Dakota,1997,Number,516
State,North Dakota,1996,Percent,0.057
State,North Dakota,1996,Number,479
State,North Dakota,1995,Number,446
State,North Dakota,1995,Percent,0.053
State,North Dakota,1994,Percent,0.054
State,North Dakota,1994,Number,465
State,North Dakota,1993,Number,461
State,North Dakota,1993,Percent,0.053
State,North Dakota,1992,Percent,0.051
State,North Dakota,1992,Number,448
State,North Dakota,1991,Number,429
State,North Dakota,1991,Percent,0.048
State,North Dakota,1990,Number,506
State,North Dakota,1990,Percent,0.055
State,Ohio,1990,Percent,0.071
State,Ohio,1990,Number,11812
State,Ohio,1991,Percent,0.075
State,Ohio,1991,Number,12427
State,Ohio,1992,Number,11920
State,Ohio,1992,Percent,0.074
State,Ohio,1993,Percent,0.075
State,Ohio,1993,Number,11875
State,Ohio,1994,Number,11622
State,Ohio,1994,Percent,0.075
State,Ohio,1995,Percent,0.076
State,Ohio,1995,Number,11737
State,Ohio,1996,Number,11387
State,Ohio,1996,Percent,0.075
State,Ohio,1997,Number,11717
State,Ohio,1997,Percent,0.077
State,Ohio,1998,Number,11817
State,Ohio,1998,Percent,0.077
State,Ohio,1999,Percent,0.079
State,Ohio,1999,Number,12006
State,Ohio,2000,Percent,0.079
State,Ohio,2000,Number,12304
State,Ohio,2001,Percent,0.08
State,Ohio,2001,Number,12094
State,Ohio,2002,Number,12334
State,Ohio,2002,Percent,0.083
State,Ohio,2003,Number,12477
State,Ohio,2003,Percent,0.083
State,Ohio,2004,Number,12637
State,Ohio,2004,Percent,0.085
State,Ohio,2005,Percent,0.087
State,Ohio,2005,Number,12882
State,Ohio,2006,Percent,0.088
State,Ohio,2006,Number,13180
State,Ohio,2007,Percent,0.088
State,Ohio,2007,Number,13188
State,Ohio,2008,Number,12797
State,Ohio,2013,Percent,0.085
State,Ohio,2013,Number,11808
State,Ohio,2008,Percent,0.086
State,Ohio,2018,Number,11471
State,Ohio,2018,Percent,0.085
State,Ohio,2009,Percent,0.086
State,Ohio,2009,Number,12378
State,Ohio,2010,Number,11899
State,Ohio,2010,Percent,0.086
State,Ohio,2015,Number,11807
State,Ohio,2015,Percent,0.085
State,Ohio,2020,Number,10957
State,Ohio,2020,Percent,0.085
State,Ohio,2011,Percent,0.086
State,Ohio,2011,Number,11901
State,Ohio,2012,Number,11857
State,Ohio,2014,Percent,0.085
State,Ohio,2014,Number,11800
State,Ohio,2012,Percent,0.086
State,Ohio,2016,Number,11981
State,Ohio,2016,Percent,0.087
State,Ohio,2019,Number,11533
State,Ohio,2017,Percent,0.087
State,Ohio,2017,Number,11854
State,Ohio,2019,Percent,0.086
State,Ohio,2021,Percent,0.087
State,Ohio,2021,Number,11291
State,Oklahoma,2021,Number,4253
State,Oklahoma,2021,Percent,0.088
State,Oklahoma,2019,Percent,0.082
State,Oklahoma,2017,Number,4085
State,Oklahoma,2017,Percent,0.081
State,Oklahoma,2019,Number,4045
State,Oklahoma,2016,Percent,0.078
State,Oklahoma,2016,Number,4110
State,Oklahoma,2012,Percent,0.08
State,Oklahoma,2014,Number,4238
State,Oklahoma,2014,Percent,0.08
State,Oklahoma,2012,Number,4200
State,Oklahoma,2011,Number,4431
State,Oklahoma,2011,Percent,0.085
State,Oklahoma,2020,Percent,0.084
State,Oklahoma,2020,Number,3972
State,Oklahoma,2015,Percent,0.079
State,Oklahoma,2015,Number,4172
State,Oklahoma,2010,Percent,0.084
State,Oklahoma,2010,Number,4458
State,Oklahoma,2009,Number,4558
State,Oklahoma,2009,Percent,0.084
State,Oklahoma,2018,Percent,0.083
State,Oklahoma,2018,Number,4115
State,Oklahoma,2008,Percent,0.083
State,Oklahoma,2013,Number,4297
State,Oklahoma,2013,Percent,0.081
State,Oklahoma,2008,Number,4536
State,Oklahoma,2007,Number,4495
State,Oklahoma,2007,Percent,0.082
State,Oklahoma,2006,Number,4503
State,Oklahoma,2006,Percent,0.083
State,Oklahoma,2005,Number,4131
State,Oklahoma,2005,Percent,0.08
State,Oklahoma,2004,Percent,0.08
State,Oklahoma,2004,Number,4117
State,Oklahoma,2003,Percent,0.078
State,Oklahoma,2003,Number,3951
State,Oklahoma,2002,Percent,0.08
State,Oklahoma,2002,Number,4019
State,Oklahoma,2001,Number,3908
State,Oklahoma,2001,Percent,0.078
State,Oklahoma,2000,Number,3705
State,Oklahoma,2000,Percent,0.075
State,Oklahoma,1999,Number,3598
State,Oklahoma,1999,Percent,0.074
State,Oklahoma,1998,Percent,0.072
State,Oklahoma,1998,Number,3529
State,Oklahoma,1997,Percent,0.073
State,Oklahoma,1997,Number,3482
State,Oklahoma,1996,Percent,0.074
State,Oklahoma,1996,Number,3372
State,Oklahoma,1995,Number,3158
State,Oklahoma,1995,Percent,0.07
State,Oklahoma,1994,Number,3206
State,Oklahoma,1994,Percent,0.07
State,Oklahoma,1993,Number,3071
State,Oklahoma,1993,Percent,0.067
State,Oklahoma,1992,Percent,0.067
State,Oklahoma,1992,Number,3175
State,Oklahoma,1991,Number,3130
State,Oklahoma,1991,Percent,0.066
State,Oklahoma,1990,Number,3106
State,Oklahoma,1990,Percent,0.066
State,Oregon,1990,Percent,0.05
State,Oregon,1990,Number,2144
State,Oregon,1991,Percent,0.049
State,Oregon,1991,Number,2088
State,Oregon,1992,Number,2175
State,Oregon,1992,Percent,0.052
State,Oregon,1993,Percent,0.052
State,Oregon,1993,Number,2179
State,Oregon,1994,Percent,0.053
State,Oregon,1994,Number,2214
State,Oregon,1995,Percent,0.055
State,Oregon,1995,Number,2346
State,Oregon,1996,Number,2325
State,Oregon,1996,Percent,0.053
State,Oregon,1997,Number,2406
State,Oregon,1997,Percent,0.055
State,Oregon,1998,Number,2426
State,Oregon,1998,Percent,0.054
State,Oregon,1999,Percent,0.054
State,Oregon,1999,Number,2430
State,Oregon,2000,Percent,0.056
State,Oregon,2000,Number,2584
State,Oregon,2001,Percent,0.055
State,Oregon,2001,Number,2512
State,Oregon,2002,Number,2608
State,Oregon,2002,Percent,0.058
State,Oregon,2003,Number,2822
State,Oregon,2003,Percent,0.061
State,Oregon,2004,Number,2758
State,Oregon,2004,Percent,0.06
State,Oregon,2005,Percent,0.061
State,Oregon,2005,Number,2793
State,Oregon,2006,Percent,0.061
State,Oregon,2006,Number,2963
State,Oregon,2007,Percent,0.061
State,Oregon,2007,Number,3000
State,Oregon,2008,Number,2975
State,Oregon,2013,Percent,0.063
State,Oregon,2013,Number,2841
State,Oregon,2008,Percent,0.061
State,Oregon,2018,Number,2826
State,Oregon,2018,Percent,0.067
State,Oregon,2009,Number,2955
State,Oregon,2009,Percent,0.063
State,Oregon,2010,Number,2865
State,Oregon,2010,Percent,0.063
State,Oregon,2015,Number,2919
State,Oregon,2015,Percent,0.064
State,Oregon,2020,Number,2600
State,Oregon,2020,Percent,0.065
State,Oregon,2011,Percent,0.061
State,Oregon,2011,Number,2764
State,Oregon,2012,Number,2769
State,Oregon,2014,Percent,0.062
State,Oregon,2014,Number,2842
State,Oregon,2012,Percent,0.061
State,Oregon,2016,Number,2974
State,Oregon,2016,Percent,0.065
State,Oregon,2019,Number,2801
State,Oregon,2017,Percent,0.068
State,Oregon,2017,Number,2972
State,Oregon,2019,Percent,0.067
State,Oregon,2021,Percent,0.069
